title,company,location,skills,Type,Duration,experience_level,salary,date_posted
أخصائي تسويق أداء وتقني SEO,Smaw -,"Cairo, Egypt ","['•\xa0\xa0\xa0\xa0\xa0 إعداد وربط أدوات التتبّع والبكسل (meta pixel، tiktok pixel، google tag manager / ga4) وضبط أحداث التحويل (conversions api).', '•\xa0\xa0\xa0\xa0\xa0 إدارة وتحسين منتجات وكتالوج المتجر على منصة سلة (العناوين، الأوصاف، التصنيفات، الصور).', '•\xa0\xa0\xa0\xa0\xa0 تحسين محركات البحث (seo) التقني والداخلي للمتجر.', '•\xa0\xa0\xa0\xa0\xa0 إدارة وتحسين حملات google ads وgoogle merchant center، ومتابعة search console.', '•\xa0\xa0\xa0\xa0\xa0 تحليل أداء المتجر عبر google analytics ولوحات سلة، وإعداد تقارير دورية.', '•\xa0\xa0\xa0\xa0\xa0 التنسيق مع فريق السوشيال ميديا في السعودية لتوحيد التتبّع والبيانات.']",On-site,Full Time,Experienced,Confidential,28 days ago
Operation Specialist,Orion -,"Madinaty, Cairo, Egypt ","['networking', 'fiber optics', 'system control']",On-site,Full Time,Entry Level,Confidential,28 days ago
Business Developer,Ziraa Smart Solutions -,"Cairo, Egypt ","['business development', 'sales', 'sales target']",Remote,Freelance / Project,Entry Level,Confidential,28 days ago
Graphic Designer,Hassan Allam Sports Club -,"New Cairo, Cairo, Egypt ","['adobe illustrator', 'adobe photoshop', 'graphic design', 'design', 'illustrator', 'creative', 'marketing', 'social media', 'video editing']",Hybrid,Full Time,Entry Level,Confidential,28 days ago
Senior Technical Office Architecture Engineer,GB Corp -,"Giza, Egypt ","['architecture', 'engineering', 'autocad', 'cad', 'construction', 'design', 'microsoft office', 'revit', 'urban design']",On-site,Full Time,Experienced,Confidential,28 days ago
Personal Assistant.,Reservya -,"Cairo, Egypt ","['administration', 'canva', 'ai tools', 'time management', 'communication skills', 'organizational skills', 'customer service']",Remote,Internship,Student,Confidential,28 days ago
Tax Associate,Statements Consulting -,"Cairo, Egypt ","['accounting', 'finance', 'microsoft office', 'tax', 'auditing', 'tax accounting']",On-site,Full Time,Experienced,Confidential,28 days ago
Medical Representative,Light Life -,"Sharqia, Egypt ","['sales', 'marketing strategy', 'pharmaceutical sales', 'relationship building', 'product presentation', 'market analysis', 'communication skills']",Hybrid,Full Time,Experienced,Confidential,28 days ago
Pharmacist ( Mokattam Specialized ),Al Ahly Medical Company -,"Mokattam, Cairo, Egypt ","['pharmaceutical', 'pharmacy', 'medical', 'pharmcist', 'safety', 'sales']",On-site,Full Time,Experienced,Confidential,28 days ago
Senior Technical Office Engineer,Roya Developments -,"Alamein, Matruh, Egypt ","['engineering', 'microsoft office', 'technical office']",On-site,Full Time,Experienced,Confidential,28 days ago
Product Manager – UX & Customer Experience,Whispyr AI -,"New Cairo, Cairo, Egypt ","['product management', 'ux design', 'ui design', 'figma', 'prototyping', 'user research', 'customer relations']",On-site,Full Time,Experienced,Confidential,28 days ago
Tender & Procurement Mep Engineer.,United Engineering company -,"Haram, Giza, Egypt ","['mechanical engineering', 'procurement', 'tendering', 'mep', 'technical office engineering']",On-site,Full Time,Experienced,Confidential,28 days ago
General Accountant,El Masry Specialized Hospital -,"Mokattam, Cairo, Egypt ","['accounting', 'finance']",On-site,Full Time,Experienced,Confidential,28 days ago
HR Operations Manager,Confidential -,"Cairo, Egypt ","['engineering', 'human resources (hr)', 'management', 'microsoft office', 'talent acquisition', 'employee relations', 'performance management', 'hris']",On-site,Full Time,Manager,Confidential,28 days ago
"Sr. Project Manager ""Payments""",Efada Technology -,"Cairo, Egypt ","['project management professional', 'project management', 'technical assistance', 'itil', 'agile', 'jira', 'problem solving']",Hybrid,Full Time,Manager,Confidential,28 days ago
Maintenance Engineer - Heavy Equipment,TRAVCO GROUP -,"Hurghada, Red Sea, Egypt ","['heavy equipment maintenance', 'mechanical troubleshooting', 'preventive maintenance', 'safety compliance', 'heavy equipment', 'mechanical engineering', 'mechatronics']",On-site,Full Time,Experienced,Confidential,28 days ago
Senior Mechanical Engineer,EPP  -,"Port Said, Egypt ","['mechanical engineering', 'rotating equipment', 'maintenance', 'manufacturing', 'mechanical', 'communication', 'api', 'computer science', 'engineering']",On-site,Full Time,Experienced,Confidential,28 days ago
(Python) Full Stack Developer,Etisalat Egypt -,"New Cairo, Cairo, Egypt ","['computer science', 'python', 'python developer', 'full stack development', 'python scripting', 'python development', 'python full stack', 'it']",On-site,Full Time,Experienced,Confidential,29 days ago
HSE Engineer,Abu Gemeaa -,"Cairo, Egypt ","['engineering', 'quality control', 'hse', 'nebosh', 'microsoft office', 'health, safety & environment', 'safety audits']",On-site,Full Time,Experienced,Confidential,29 days ago
Motion Graphics Designer,Mico World Limited -,"Maadi, Cairo, Egypt ","['adobe illustrator', 'adobe photoshop', 'design', 'graphic design', 'motion graphics', 'video editing', 'animation']",On-site,Full Time,Entry Level,Confidential,29 days ago
VIP-French Speaker,Mico World Limited -,"Maadi, Cairo, Egypt ","['customer care', 'customer service', 'customer support', 'french language proficiency', 'sales acumen', 'problem-solving', 'communication skills', 'client relationship management', 'active listening']",On-site,Full Time,Entry Level,Confidential,29 days ago
Electrical Sales Engineer (LV Switchgear & RMU),ElectraTec for Electric Industries  -,"10th of Ramadan City, Cairo, Egypt ","['sales target', 'sales', 'engineering', 'switchboard sales', 'low voltage panels sales', 'rmu sales', 'electrical products sales', 'communication']",On-site,Full Time,Experienced,Confidential,29 days ago
Sr. Sales Account Manager ( Public Sector ),Fixed Solutions -,"Cairo, Egypt ","['sales', 'sales target']",Hybrid,Full Time,Experienced,Confidential,29 days ago
Senior Sales Account Manager (Commercial Sector),Fixed Solutions -,"Cairo, Egypt ","['sales', 'sales target']",Hybrid,Full Time,Experienced,Confidential,29 days ago
Cloud & Infrastructure Consultant,Link Development -,"Maadi, Cairo, Egypt ","['azure', 'cloud', 'aws', 'aws cloud', 'microsoft azure', 'azure devops server', 'active directory', 'networking', 'vmware']",Hybrid,Full Time,Experienced,Confidential,29 days ago
Electrical Engineering Manager,AL SALMANYA -,"Cairo, Egypt ","['design', 'electrical engineering', 'engineering', 'management', 'project management', 'hvac', 'mechanical engineering', 'team leadership', 'budget management']",On-site,Full Time,Manager,Confidential,29 days ago
IT Help Desk,Lotus For Food Industries -,"Kerdasa, Giza, Egypt ","['computer science', 'information technology (it)', 'networking', 'windows server', 'it security basics', 'communication', 'time management', 'user support', 'problem solving']",On-site,Full Time,Entry Level,Confidential,29 days ago
Senior Administrative Officer,Community Systems Foundation -,"Cairo, Egypt ","['business administration', 'administration', 'information technology (it)', 'quickbooks', 'microsoft excel', 'google workspace']",Hybrid,Full Time,Experienced,Confidential,29 days ago
Shop Drawings Designer,Guillam -,"San Stefano, Alexandria, Egypt ","['research', 'analysis', 'business english', 'interior design', 'autocad', 'adobe creative suite', 'material selection', 'space planning']",On-site,Full Time,Entry Level,Confidential,29 days ago
Purchasing Manager – Medical Supplies Manufacturing,Euromed for medical industries -,"Nasr City, Cairo, Egypt ","['procurement', 'purchasing management', 'local & foreign purchasing', 'supplier management', 'strategic sourcing', 'negotiation', 'cost reduction', 'import procedures & incoterms', 'erp systems']",On-site,Full Time,Manager,Confidential,29 days ago
Demand planner specialist,Lotus For Food Industries -,"Kerdasa, Giza, Egypt ","['planning', 'supply chain', 'computer skills', 'inventory planning', 'forecasting', 'demand planning', 'management', 'new product forecasting']",On-site,Full Time,Experienced,Confidential,29 days ago
Quality Control Manager,Euromed for medical industries -,"Nasr City, Cairo, Egypt ","['operations/management', 'quality control (qc) quality management quality assurance (qa) iso 13485 gmp (good manufacturing practices) capa (corrective and preventive actions) root cause analysis internal auditing risk management statistical process control (spc) documentation & re', 'quality management', 'iso 13485', 'gmp (good manufacturing practices)', 'capa (corrective and preventive actions)', 'root cause analysis']",On-site,Full Time,Manager,Confidential,29 days ago
Senior Training Coordinator,GOLD ERA   -,"Cairo, Egypt ","['human resources (hr)', 'training', 'learning & development', 'coordination', 'project management', 'curriculum development', 'communication skills']",On-site,Full Time,Experienced,Confidential,29 days ago
Sales ( Real Estate ) - Alexandria,Dewan for Real Estate  -,"Smouha, Alexandria, Egypt ","['real estate', 'sales', 'negotiation', 'crm software', 'communication skills', 'presentation skills', 'closing deals', 'sales target']",On-site,Full Time,Experienced,Confidential,29 days ago
Tendering Engineer - Low & Medium Voltage Switchboards,ElectraTec for Electric Industries  -,"10th of Ramadan City, Cairo, Egypt ","['electrical engineering', 'tendering', 'switchboards', 'low voltage panels', 'medium voltage panel', 'ring main units']",On-site,Full Time,Experienced,Confidential,29 days ago
"Sales Account Manager - SMS, Websites & Digital Solutions",TA telecom -,"Maadi, Cairo, Egypt ","['corporate sales', 'sms advertising', 'sales', 'business development', 'vas', 'digital services', 'negotiation', 'presentation skills']",Hybrid,Full Time,Experienced,Confidential,29 days ago
Sales/Retail Internship,Union Group -,"Obour City, Cairo, Egypt ","['retail', 'sales target', 'sales', 'sales field', 'sales planning', 'retail sales', 'customer support']",On-site,Internship,Entry Level,Confidential,29 days ago
Internal Audit Accountant,Ascom -,"Maadi, Cairo, Egypt ","['accounting', 'computer skills', 'erp system', 'finance', 'microsoft office', 'communication', 'auditing']",On-site,Full Time,Experienced,Confidential,29 days ago
Switchboard Design Engineer,ElectraTec for Electric Industries  -,"10th of Ramadan City, Cairo, Egypt ","['design', 'switchboard', 'manufacturing', 'computer science', 'autocad', 'electrical engineering', 'engineering', 'information technology (it)', 'microsoft office']",On-site,Full Time,Experienced,Confidential,29 days ago
Site Engineer (Owner Representative),Ragab Group  -,"Haram, Giza, Egypt ","['civil engineering', 'engineering', 'construction', 'autocad', 'architectural engineering', 'architecture', 'civil design']",On-site,Full Time,Experienced,Confidential,29 days ago
Transition Specialist.,Etisalat Egypt -,"Cairo, Egypt ","['transation managment', 'project management', 'project planning', 'risk management']",On-site,Full Time,Experienced,Confidential,29 days ago
Procurement Manager (Local & International),Confidential -,"Heliopolis, Cairo, Egypt ","['logistics', 'procurement', 'purchasing', 'supply chain', 'erp', 'supply', 'administration']",On-site,Full Time,Manager,Confidential,29 days ago
Assistant Restaurant Manager,Matana Group -,"Cairo, Egypt ","['food & beverage', 'food processing', 'food manufacturing', 'food safety management system', 'international food safety management systems standard', 'food quality', 'restaurant manager', 'ass restaurant manager']",On-site,Full Time,Manager,Confidential,29 days ago
E- Commerce Data Entry Specialist,Al Betar for Computer Supplies  -,"Sidi Gaber, Alexandria, Egypt ","['data entry', 'administration', 'computer skills', 'erp', 'microsoft office', 'typing', 'e-commerce', 'inventory management']",On-site,Full Time,Experienced,Confidential,29 days ago
Talent Acquisition Supervisor,MATGR For Engineering And Trading -,"Cairo, Egypt ","['human resources (hr)', 'interviewing', 'recruitment', 'talent acquisition']",On-site,Full Time,Experienced,Confidential,29 days ago
Finance/Accounting Internship,Union Group -,"Obour City, Cairo, Egypt ","['accounting', 'financial analysis', 'finance', 'financial management', 'budgeting', 'cost accounting']",On-site,Internship,Entry Level,Confidential,29 days ago
Sales Engineer,engineering advanced solutions -,"6th of October, Giza, Egypt ","['sales target', 'communication', 'negotiation', 'engineering', 'mechanical', 'ms office', 'sales']",Remote,Full Time,Experienced,Confidential,29 days ago
Talent & Organizational Development Manager,MATGR For Engineering And Trading -,"New Cairo, Cairo, Egypt ","['human resources (hr)', 'recruitment', 'od', 'organizational development', 'development']",On-site,Full Time,Manager,Confidential,29 days ago
Procurement Manager,Erada -,"Maadi, Cairo, Egypt ","['procurement', 'logistics', 'purchasing', 'supply chain', 'it', 'software', 'cloud infrastructure', 'mba']",On-site,Full Time,Manager,Confidential,29 days ago
Project Planning Engineer,Mevac -,"Sharqia, Egypt ","['project scheduling', 'project baseline', 'project monitoring', 'scope management', 'work breakdown structure (wbs)', 'critical path method (cpm)', 'primavera p6 / ms project', 'resource allocation', 'cost estimation']",On-site,Full Time,Entry Level,Confidential,29 days ago
